id,err,label
632,3.938,0
633,3.726,0
634,3.904,0
635,3.616,0
636,3.526,0
637,3.23,0
638,3.008,0
639,2.936,0
640,2.96,0
641,3.532,0
642,3.884,0
643,4.036,0
644,3.682,0
645,3.438,0
646,2.52,0
647,1.718,0
648,2.156,0
649,1.926,0
650,1.932,0
651,1.818,0
652,2.372,0
653,3.464,0
654,4.442,0
655,5.984,0
656,4.906,0
657,4.668,0
658,4.61,0
659,4.336,0
660,3.66,0
661,3.402,0
662,2.884,0
663,2.498,0
664,2.574,0
665,3.368,0
666,3.414,0
667,3.156,0
668,3.058,0
669,2.864,0
670,2.114,0
671,1.462,0
672,0.854,0
673,0.934,0
674,0.764,0
675,0.644,0
676,0.684,0
677,0.636,0
678,1.314,0
679,1.312,0
680,1.886,0
681,2.188,0
682,1.824,0
683,2.184,0
684,1.136,0
685,0.958,0
686,0.738,0
687,0.712,0
688,0.622,0
689,1.346,0
690,1.042,0
691,0.988,0
692,0.628,0
693,0.816,0
694,0.17,0
695,0.434,0
696,0.78,0
697,0.92,0
698,1.052,0
699,1.124,0
700,0.844,0
701,0.69,0
702,0.486,0
703,0.374,0
704,0.322,0
705,0.71,0
706,0.896,0
707,1.134,0
708,0.978,0
709,0.242,0
710,0.152,0
711,0.028,0
712,0.242,0
713,0.904,0
714,0.886,0
715,1.11,0
716,0.96,0
717,1.02,0
718,1.024,0
719,0.65,0
720,0.774,0
721,0.748,0
722,0.818,0
723,0.964,0
724,1.408,0
725,2.25,0
726,3.622,0
727,4.476,0
728,4.374,0
729,4.116,0
730,3.474,0
731,3.098,0
732,2.862,0
733,2.482,0
734,1.926,0
735,2.07,0
736,1.87,0
737,2.716,0
738,2.786,0
739,2.732,0
740,2.456,0
741,2.298,0
742,1.73,0
743,1.068,0
744,0.816,0
745,0.86,0
746,0.96,0
747,0.954,0
748,1.028,0
749,1.852,0
750,3.594,0
751,5.032,0
752,3.766,0
753,3.688,0
754,3.498,0
755,3.196,0
756,2.584,0
757,2.336,0
758,2.062,0
759,1.464,0
760,1.676,0
761,2.268,0
762,2.732,0
763,2.396,0
764,2.374,0
765,1.998,0
766,1.51,0
767,0.582,0
768,0.744,0
769,0.692,0
770,0.566,0
771,0.438,0
772,1.086,0
773,1.656,0
774,3.332,0
775,4.634,0
776,3.456,0
777,3.354,0
778,2.826,0
779,2.848,0
780,2.56,0
781,2.15,0
782,1.814,0
783,1.77,0
784,1.612,0
785,2.256,0
786,2.55,0
787,2.1,0
788,2.236,0
789,1.436,0
790,1.212,0
791,0.232,0
792,0.066,0
793,0.46,0
794,0.172,0
795,0.32,0
796,0.022,0
797,0.368,0
798,1.816,0
799,2.902,0
800,2.94,0
801,2.796,0
802,3.102,0
803,2.686,0
804,2.872,0
805,2.892,0
806,2.78,0
807,2.442,0
808,2.672,0
809,3.324,0
810,3.174,0
811,2.464,0
812,2.506,0
813,1.706,0
814,1.49,0
815,0.412,0
816,0.184,0
817,0.052,0
818,0.13,0
819,0.044,0
820,0.138,0
821,0.718,0
822,2.006,0
823,2.464,0
824,2.674,0
825,3.094,0
826,2.434,0
827,2.158,0
828,1.64,0
829,1.298,0
830,1.304,0
831,0.868,0
832,0.766,0
833,1.31,0
834,1.362,0
835,1.374,0
836,1.022,0
837,0.928,0
838,0.566,0
839,0.37,0
840,0.526,0
841,0.95,0
842,0.786,0
843,0.714,0
844,0.61,0
845,0.004,0
846,0.218,0
847,0.802,0
848,0.894,0
849,0.912,0
850,0.36,0
851,0.114,0
852,0.422,0
853,0.946,0
854,1.278,0
855,1.256,0
856,1.546,0
857,0.77,0
858,0.67,0
859,0.708,0
860,0.69,0
861,0.92,0
862,1.19,0
863,1.888,0
864,1.892,0
865,2.11,0
866,2.184,0
867,2.052,0
868,1.99,0
869,1.494,0
870,1.228,0
871,0.75,0
872,0.696,0
873,0.248,0
874,0.168,0
875,0.628,0
876,0.96,0
877,1.392,0
878,1.832,0
879,1.828,0
880,1.682,0
881,0.98,0
882,0.832,0
883,0.994,0
884,1.014,0
885,0.756,0
886,0.764,0
887,1.276,0
888,1.712,0
889,1.638,0
890,1.544,0
891,1.462,0
892,1.2,0
893,0.388,0
894,1.008,0
895,2.124,0
896,2.06,0
897,1.834,0
898,1.228,0
899,1.626,0
900,1.226,0
901,0.968,0
902,0.776,0
903,0.408,0
904,0.13,0
905,0.856,0
906,0.884,0
907,0.616,0
908,0.54,0
909,0.006,0
910,0.22,0
911,1.008,0
912,1.544,0
913,1.618,0
914,1.614,0
915,1.636,0
916,1.704,0
917,0.574,0
918,0.572,0
919,1.51,0
920,1.434,0
921,1.234,0
922,0.962,0
923,0.864,0
924,0.848,0
925,0.58,0
926,0.588,0
927,0.202,0
928,0.04,0
929,0.362,0
930,0.762,0
931,0.09,0
932,0.01,0
933,0.428,0
934,1.008,0
935,1.702,0
936,1.836,0
937,2.06,0
938,2.106,0
939,2.314,0
940,2.22,0
941,1.23,0
942,0.254,0
943,0.592,0
944,0.926,0
945,0.96,0
946,0.232,0
947,0.464,0
948,0.272,0
949,0.15,0
950,0.062,0
951,0.284,0
952,0.086,0
953,0.122,0
954,0.32,0
955,0.266,0
956,0.052,0
957,0.504,0
958,0.884,0
959,1.986,0
960,1.864,0
961,1.914,0
962,1.866,0
963,1.792,0
964,1.492,0
965,0.61,0
966,0.868,0
967,1.674,0
968,2.004,0
969,1.884,0
970,2.102,0
971,2.236,0
972,2.248,0
973,2.324,0
974,2.606,0
975,2.264,0
976,2.39,0
977,2.806,0
978,3.52,0
979,3.136,0
980,3.312,0
981,2.626,0
982,2.118,0
983,0.942,0
984,1.398,0
985,0.958,0
986,1.09,0
987,1.054,0
988,1.53,0
989,2.18,0
990,3.28,0
991,3.702,0
992,3.546,0
993,3.03,0
994,3.3,0
995,3.446,0
996,3.246,0
997,3.068,0
998,3.482,0
999,2.146,0
1000,2.018,0
1001,1.554,0
1002,2.84,0
1003,2.522,0
1004,2.708,0
1005,2.068,0
1006,1.172,0
1007,0.052,0
1008,0.416,0
1009,0.536,0
1010,0.84,0
1011,1.084,0
1012,1.108,0
1013,0.878,0
1014,0.496,0
1015,0.648,0
1016,0.332,0
1017,0.084,0
1018,0.468,0
1019,0.302,0
1020,0.028,0
1021,0.312,0
1022,0.708,0
1023,0.908,0
1024,1.118,0
1025,0.38,0
1026,0.042,0
1027,0.186,0
1028,0.642,0
1029,0.76,0
1030,1.286,0
1031,2.318,0
1032,2.502,0
1033,2.5,0
1034,2.536,0
1035,2.648,0
1036,2.558,0
1037,2.208,0
1038,1.882,0
1039,1.472,0
1040,1.39,0
1041,0.946,0
1042,0.69,0
1043,0.992,0
1044,0.918,0
1045,1.234,0
1046,1.552,0
1047,1.468,0
1048,1.112,0
1049,0.878,0
1050,0.382,0
1051,0.392,0
1052,0.564,0
1053,0.432,0
1054,0.802,0
1055,1.196,0
1056,1.386,0
1057,1.304,0
1058,1.318,0
1059,1.024,0
1060,0.872,0
1061,0.308,0
1062,1.07,0
1063,2.658,0
1064,2.784,0
1065,2.82,0
1066,2.612,0
1067,2.884,0
1068,2.636,0
1069,2.584,0
1070,2.09,0
1071,1.622,0
1072,1.556,0
1073,1.804,0
1074,1.918,0
1075,1.762,0
1076,1.34,0
1077,0.9,0
1078,0.014,0
1079,0.958,0
1080,1.296,0
1081,1.454,0
1082,1.712,0
1083,1.802,0
1084,1.638,0
1085,0.99,0
1086,0.454,0
1087,1.32,0
1088,1.426,0
1089,1.454,0
1090,1.57,0
1091,1.666,0
1092,1.426,0
1093,1.392,0
1094,0.892,0
1095,0.656,0
1096,0.332,0
1097,0.998,0
1098,0.878,0
1099,0.746,0
1100,0.592,0
1101,0.428,0
1102,0.148,0
1103,1.196,0
1104,1.22,0
1105,1.518,0
1106,1.684,0
1107,1.522,0
1108,1.464,0
1109,0.56,0
1110,0.518,0
1111,1.248,0
1112,1.16,0
1113,0.944,0
1114,1.118,0
1115,1.152,0
1116,1.506,0
1117,1.54,0
1118,1.02,0
1119,1.06,0
1120,0.934,0
1121,1.268,0
1122,1.648,0
1123,1.158,0
1124,1.058,0
1125,0.63,0
1126,0.306,0
1127,0.494,0
1128,0.722,0
1129,0.698,0
1130,0.65,0
1131,0.742,0
1132,0.622,0
1133,0.304,0
1134,1.032,0
1135,1.956,0
1136,2.392,0
1137,2.506,0
1138,2.65,0
1139,2.364,0
1140,2.25,0
1141,2.254,0
1142,2.194,0
1143,1.93,0
1144,2.214,0
1145,2.604,0
1146,2.66,0
1147,2.422,0
1148,2.298,0
1149,1.898,0
1150,1.148,0
1151,0.394,0
1152,0.316,0
1153,0.546,0
1154,0.668,0
1155,0.6,0
1156,0.816,0
1157,1.628,0
1158,3.198,0
1159,4.354,0
1160,3.874,0
1161,3.888,0
1162,4.164,0
1163,3.702,0
1164,3.32,0
1165,3.206,0
1166,3.058,0
1167,2.688,0
1168,2.346,0
1169,2.748,0
1170,3.128,0
1171,2.718,0
1172,2.598,0
1173,1.984,0
1174,1.488,0
1175,0.89,0
1176,0.588,0
1177,0.252,0
1178,0.08,0
1179,0.02,0
1180,0.074,0
1181,0.466,0
1182,0.746,0
1183,0.734,0
1184,1.174,0
1185,1.482,0
1186,1.27,0
1187,1.046,0
1188,0.456,0
1189,0.168,0
1190,0.278,0
1191,0.416,0
1192,0.502,0
1193,0.106,0
1194,0.262,0
1195,0.052,0
1196,0.162,0
1197,0.17,0
1198,0.576,0
1199,1.246,0
1200,1.54,0
1201,1.774,0
1202,1.846,0
1203,1.584,0
1204,1.656,0
1205,1.69,0
1206,1.464,0
1207,1.186,0
1208,0.79,0
1209,0.714,0
1210,0.154,0
1211,0.542,0
1212,0.41,0
1213,0.52,0
1214,0.798,0
1215,0.538,0
1216,0.246,0
1217,0.07,0
1218,0,0
1219,0.466,0
1220,0.492,0
1221,0.19,0
1222,0.142,0
1223,0.756,0
1224,1.006,0
1225,1.14,0
1226,1.224,0
1227,1.272,0
1228,1.008,0
1229,0.602,0
1230,0.298,0
1231,1.45,0
1232,1.906,0
1233,1.716,0
1234,1.894,0
1235,1.488,0
1236,0.946,0
1237,0.912,0
1238,0.71,0
1239,0.366,0
1240,0.272,0
1241,0.514,0
1242,0.646,0
1243,0.636,0
1244,0.384,0
1245,0.216,0
1246,0.074,0
1247,1.252,0
1248,1.096,0
1249,1.056,0
1250,1.27,0
1251,1.154,0
1252,0.972,0
1253,0.152,0
1254,0.97,0
1255,2.062,0
1256,2.174,0
1257,2.116,0
1258,1.924,0
1259,0.242,0
1260,0.678,0
1261,1.008,0
1262,0.69,0
1263,2.478,0
1264,0.19,0
1265,0.554,0
1266,0.728,0
1267,0.49,0
1268,0.476,0
1269,0.128,0
1270,0.262,0
1271,1.044,0
1272,1.264,0
1273,1.36,0
1274,1.322,0
1275,1.36,0
1276,0.95,0
1277,0.032,0
1278,0.848,0
1279,1.912,0
1280,1.888,0
1281,2.108,0
1282,2.01,0
1283,2.16,0
1284,1.778,0
1285,1.68,0
1286,1.43,0
1287,0.964,0
1288,0.85,0
1289,1.158,0
1290,1.67,0
1291,1.736,0
1292,1.566,0
1293,0.934,0
1294,0.528,0
1295,0.11,0
1296,0.638,0
1297,0.628,0
1298,0.41,0
1299,0.03,0
1300,0.048,0
1301,1.516,0
1302,1.196,0
1303,2.3,0
1304,4.368,0
1305,2.684,0
1306,2.998,0
1307,2.922,0
1308,2.938,0
1309,3.208,0
1310,3.19,0
1311,2.67,0
1312,2.784,0
1313,3.076,0
1314,3.47,0
1315,2.664,0
1316,2.482,0
1317,1.924,0
1318,1.244,0
1319,0.158,0
1320,0.156,0
1321,0.148,0
1322,0.048,0
1323,0.232,0
1324,0.25,0
1325,0.578,0
1326,1.634,0
1327,1.79,0
1328,1.83,0
1329,1.712,0
1330,1.682,0
1331,1.806,0
1332,1.546,0
1333,1.284,0
1334,1.092,0
1335,0.822,0
1336,0.504,0
1337,0.58,0
1338,1.244,0
1339,1.03,0
1340,0.986,0
1341,0.806,0
1342,0.224,0
1343,0.496,0
1344,0.752,0
1345,1.082,0
1346,1.026,0
1347,0.9,0
1348,0.586,0
1349,0.64,0
1350,0.148,0
1351,0.098,0
1352,0.558,0
1353,1.224,0
1354,0.896,0
1355,1.006,0
1356,0.448,0
1357,0.146,0
1358,0.394,0
1359,0.248,0
1360,0.22,0
1361,0.004,0
1362,0.276,0
1363,0.016,0
1364,0.142,0
1365,0.284,0
1366,0.87,0
1367,1.37,0
1368,1.582,0
1369,1.592,0
1370,1.494,0
1371,1.362,0
1372,1.252,0
1373,0.794,0
1374,0.366,0
1375,0.012,0
1376,0.022,0
1377,0.022,0
1378,0.252,0
1379,0.022,0
1380,0.298,0
1381,0.7,0
1382,0.746,0
1383,0.848,0
1384,0.572,0
1385,0.096,0
1386,0.342,0
1387,0.24,0
1388,0.506,0
1389,0.264,0
1390,0.076,0
1391,0.506,0
1392,0.386,0
1393,0.586,0
1394,0.76,0
1395,0.55,0
1396,0.294,0
1397,0.346,0
1398,1.572,0
1399,2.366,0
1400,2.512,0
1401,2.972,0
1402,3.204,0
1403,2.95,0
1404,2.858,0
1405,2.776,0
1406,2.868,0
1407,2.646,0
1408,2.642,0
1409,2.522,0
1410,2.566,0
1411,2.438,0
1412,1.8,0
1413,1.492,0
1414,0.74,0
1415,0.53,0
1416,0.244,0
1417,0.194,0
1418,0.172,0
1419,0.202,0
1420,0.076,0
1421,1.018,0
1422,1.856,0
1423,2.554,0
1424,2.884,0
1425,1.448,0
1426,2.132,0
1427,2.438,0
1428,2.344,0
1429,2.162,0
1430,1.92,0
1431,2.148,0
1432,2.176,0
1433,2.59,0
1434,3.242,0
1435,2.562,0
1436,2.562,0
1437,2.06,0
1438,1.548,0
1439,1.254,0
1440,1.26,0
1441,1.216,0
1442,1.144,0
1443,1.218,0
1444,1.452,0
1445,2.162,0
1446,3.088,0
1447,4.328,0
1448,4.268,0
1449,4.086,0
1450,3.888,0
1451,3.742,0
1452,3.568,0
1453,3.452,0
1454,3.488,0
1455,3.344,0
1456,3.262,0
1457,3.39,0
1458,3.9,0
1459,3.624,0
1460,3.572,0
1461,3.168,0
1462,2.732,0
1463,2.092,0
1464,1.918,0
1465,1.562,0
1466,2.014,0
1467,1.754,0
1468,2.034,0
1469,2.85,0
1470,3.932,0
1471,5.096,0
1472,3.68,0
1473,4.222,0
1474,4.082,0
1475,4.08,0
1476,3.66,0
1477,3.44,0
1478,2.928,0
1479,2.76,0
1480,2.538,0
1481,2.984,0
1482,3.408,0
1483,3.28,0
1484,2.978,0
1485,2.714,0
1486,2.062,0
1487,1.32,0
1488,1.266,0
1489,1.004,0
1490,0.976,0
1491,1.036,0
1492,0.95,0
1493,1.88,0
1494,3.25,0
1495,3.97,0
1496,3.03,0
1497,3.394,0
1498,3.726,0
1499,2.694,0
1500,2.162,0
1501,1.986,0
1502,1.636,0
1503,1.742,0
1504,1.818,0
1505,2.35,0
1506,2.322,0
1507,2.042,0
1508,1.812,0
1509,1.278,0
1510,0.88,0
1511,0.058,0
1512,0.26,0
1513,0.814,0
1514,0.856,0
1515,0.996,0
1516,0.934,0
1517,0.624,0
1518,0.082,0
1519,0.19,0
1520,0.582,0
1521,0.614,0
1522,0.726,0
1523,0.232,0
1524,0.04,0
1525,0.598,0
1526,0.648,0
1527,0.894,0
1528,0.886,0
1529,0.796,0
1530,0.134,0
1531,0.288,0
1532,0.47,0
1533,0.748,0
1534,1.092,0
1535,1.598,0
1536,20.615,1
1537,20.469,1
1538,21.131,1
1539,20.826,1
1540,20.23,1
1541,20.213,1
1542,23.946,1
1543,28.188,1
1544,25.562,1
1545,27.795,1
1546,28.928,1
1547,23.79,1
1548,23.839,1
1549,24.903,1
1550,22.527,1
1551,25.332,1
1552,28.525,1
1553,26.592,1
1554,22.281,1
1555,22.207,1
1556,21.919,1
1557,24.776,1
1558,22.477,1
1559,22.615,1
1560,19.006,1
1561,22.768,1
1562,3.417,0
1563,1.615,0
1564,1.073,0
1565,3.229,0
1566,5.2,0
1567,6.56,0
1568,0.062,0
1569,7.241,0
1570,5.492,0
1571,1.508,0
1572,2.046,0
1573,4.105,0
1574,1.218,0
1575,103.771,1
1576,102.317,1
1577,103.648,1
1578,117.223,1
1579,120.614,1
1580,105.686,1
1581,92.508,1
1582,96.17,1
1583,102.161,1
1584,101.923,1
1585,101.978,1
1586,101.714,1
1587,101.818,1
1588,112.654,1
1589,102.099,1
1590,103.305,1
1591,101.866,1
1592,103.67,1
1593,103.416,1
1594,104.644,1
1595,103.976,1
1596,105.884,1
1597,105.473,1
1598,103.156,1
1599,100.702,1
1600,102.676,1
1601,54.13,1
1602,21.443,0
1603,6.466,0
1604,0.477,0
1605,5.935,0
1606,1.796,0
1607,2.892,0
1608,5.308,0
1609,0.523,0
1610,1.512,0
1611,0.929,0
1612,0.292,0
1613,4.443,0
1614,5.599,0
1615,4.67,0
1616,6.944,0
1617,0.304,0
1618,8.341,0
1619,6.171,0
1620,152.84,1
1621,152.841,1
1622,151.437,1
1623,149.659,1
1624,150.815,1
1625,197.355,1
1626,197.192,1
1627,196.991,1
1628,197.913,1
1629,197.326,1
1630,198.188,1
1631,199.383,1
1632,200.378,1
1633,198.99,1
1634,198.425,1
1635,197.656,1
1636,198.085,1
1637,197.394,1
1638,197.284,1
1639,198.196,1
1640,194.763,1
1641,196.192,1
1642,195.371,1
1643,199.519,1
1644,147.747,1
1645,107.694,1
1646,84.103,1
1647,19.82,0
1648,0.866,0
1649,4.451,0
1650,5.205,0
1651,0.484,0
1652,2.152,0
1653,2.149,0
1654,5.353,0
1655,3.25,0
1656,0.725,0
1657,2.372,0
1658,3.504,0
1659,2.019,0
1660,0.383,0
1661,6.758,0
1662,0.205,0
1663,0.169,0
